Date,AvgSpeed_1,AvgSpeed_2,Cool_1,Cool_2,Depart_1,DewPoint_1,DewPoint_2,Heat_1,Heat_2,PrecipTotal_1,PrecipTotal_2,ResultDir_1,ResultDir_2,ResultSpeed_1,ResultSpeed_2,SeaLevel_1,SeaLevel_2,SnowFall_1,StnPressure_1,StnPressure_2,Sunrise_1,Sunset_1,Tavg_1,Tavg_2,Tmax_1,Tmax_2,Tmin_1,Tmin_2,WetBulb_1,WetBulb_2
2011-06-20,8.1,9.5,7.0,10.0,2.0,67,67,0.0,0.0,0.18,1.23,16,16,6.2,8.0,29.72,29.7,0.0,29.01,29.07,4.266666666666667,19.5,72.0,75.0,79,80,65,69,69.0,69.0
2011-06-21,12.1,11.8,13.0,14.0,8.0,70,70,0.0,0.0,0.45,0.08,18,18,11.5,11.0,29.64,29.63,0.0,28.92,28.98,4.266666666666667,19.5,78.0,79.0,89,89,66,69,72.0,73.0
2011-06-22,13.4,13.4,4.0,6.0,-1.0,63,62,0.0,0.0,0.02,0.02,21,21,12.6,12.9,29.59,29.59,0.0,28.89,28.95,4.283333333333333,19.516666666666666,69.0,71.0,73,75,64,66,65.0,65.0
2011-06-23,12.7,13.5,2.0,3.0,-3.0,59,60,0.0,0.0,0.01,0.05,26,26,11.4,12.6,29.6,29.6,0.0,28.9,28.96,4.283333333333333,19.516666666666666,67.0,68.0,71,72,62,63,62.0,63.0
2011-06-24,9.6,8.7,0.0,0.0,-7.0,56,55,1.0,1.0,0.0,0.0,29,29,9.4,8.5,29.76,29.76,0.0,29.08,29.13,4.283333333333333,19.516666666666666,64.0,64.0,68,68,60,60,59.0,59.0
2011-06-25,4.6,5.8,4.0,5.0,-2.0,53,52,0.0,0.0,0.0,0.001,10,9,2.5,3.9,29.92,29.91,0.0,29.21,29.28,4.283333333333333,19.516666666666666,69.0,70.0,79,78,58,61,60.0,60.0
2011-06-26,6.9,7.0,4.0,7.0,-2.0,53,53,0.0,0.0,0.0,0.0,9,9,5.8,6.5,29.94,29.93,0.0,29.23,29.28,4.3,19.516666666666666,69.0,72.0,81,80,57,64,60.0,61.0
2011-06-27,10.8,9.2,8.0,9.0,2.0,63,64,0.0,0.0,0.03,0.14,21,21,6.9,6.4,29.8,29.79,0.0,29.08,29.15,4.3,19.516666666666666,73.0,74.0,81,80,65,67,67.0,67.0
2011-06-28,9.6,8.6,7.0,8.0,1.0,54,53,0.0,0.0,0.0,0.0,30,30,9.1,7.2,29.98,29.97,0.0,29.28,29.34,4.316666666666666,19.516666666666666,72.0,73.0,81,81,63,65,61.0,61.0
2011-06-29,5.4,5.9,5.0,7.0,-1.0,56,55,0.0,0.0,0.0,0.0,8,8,3.7,3.9,30.06,30.04,0.0,29.35,29.41,4.316666666666666,19.516666666666666,70.0,72.0,81,80,59,63,62.0,62.0
2011-06-30,9.4,10.6,9.0,13.0,2.0,62,61,0.0,0.0,0.001,0.03,17,16,8.2,9.2,30.0,29.99,0.0,29.28,29.34,4.316666666666666,19.516666666666666,74.0,78.0,88,89,60,66,67.0,67.0
2011-07-01,14.9,10.8,16.0,15.0,9.0,62,63,0.0,0.0,0.0,0.01,18,18,14.3,10.4,29.96,29.95,0.0,29.24,29.31,4.333333333333333,19.516666666666666,81.0,80.0,89,89,72,70,68.0,68.0
2011-07-02,8.3,7.5,18.0,18.0,11.0,70,71,0.0,0.0,0.0,0.0,24,23,3.9,3.1,29.95,29.94,0.0,29.25,29.31,4.333333333333333,19.516666666666666,83.0,83.0,94,93,71,73,74.0,74.0
2011-07-03,5.9,6.1,12.0,13.0,5.0,57,58,0.0,0.0,0.0,0.0,2,3,4.7,4.4,29.98,29.96,0.0,29.28,29.33,4.35,19.516666666666666,77.0,78.0,84,86,69,70,65.0,65.0
2011-07-04,4.3,4.5,12.0,13.0,5.0,55,53,0.0,0.0,0.0,0.0,5,7,2.9,3.3,29.97,29.95,0.0,29.26,29.32,4.366666666666666,19.5,77.0,78.0,89,88,65,68,64.0,63.0
2011-07-05,6.2,5.6,15.0,15.0,8.0,60,59,0.0,0.0,0.0,0.0,28,26,5.2,4.9,29.96,29.94,0.0,29.25,29.31,4.366666666666666,19.5,80.0,80.0,91,92,68,67,68.0,68.0
2011-07-06,7.5,7.3,13.0,14.0,6.0,61,60,0.0,0.0,0.001,0.0,4,4,5.7,5.9,29.97,29.95,0.0,29.27,29.33,4.383333333333334,19.5,78.0,79.0,86,87,70,71,67.0,67.0
2011-07-07,6.2,7.1,8.0,9.0,1.0,53,55,0.0,0.0,0.001,0.07,7,7,5.1,5.7,29.95,29.93,0.0,29.22,29.28,4.383333333333334,19.5,73.0,74.0,82,81,63,66,62.0,63.0
2011-07-08,6.0,6.5,9.0,11.0,1.0,51,52,0.0,0.0,0.0,0.0,6,4,5.1,5.2,29.88,29.86,0.0,29.17,29.22,4.4,19.483333333333334,74.0,76.0,86,86,61,65,62.0,63.0
2011-07-09,5.9,6.5,11.0,14.0,3.0,58,60,0.0,0.0,0.0,0.0,19,18,5.2,5.4,29.92,29.9,0.0,29.21,29.27,4.416666666666667,19.483333333333334,76.0,79.0,91,90,61,67,66.0,68.0
2011-07-10,9.7,8.1,18.0,18.0,10.0,68,67,0.0,0.0,0.001,0.001,19,19,9.3,7.8,29.89,29.87,0.0,29.18,29.23,4.416666666666667,19.483333333333334,83.0,83.0,91,91,74,75,72.0,72.0
2011-07-11,8.5,8.0,15.0,15.0,7.0,71,70,0.0,0.0,0.39,0.13,25,24,5.5,5.3,29.82,29.81,0.0,29.12,29.18,4.433333333333334,19.466666666666665,80.0,80.0,88,90,71,70,74.0,74.0
2011-07-12,7.7,7.0,14.0,15.0,6.0,63,64,0.0,0.0,0.01,0.01,2,4,5.6,4.5,29.94,29.92,0.0,29.25,29.31,4.45,19.466666666666665,79.0,80.0,87,88,70,71,69.0,69.0
2011-07-13,10.9,12.2,4.0,5.0,-4.0,57,57,0.0,0.0,0.0,0.0,4,4,10.5,11.6,30.06,30.04,0.0,29.35,29.4,4.466666666666667,19.45,69.0,70.0,74,74,63,66,62.0,63.0
2011-07-14,8.0,8.7,6.0,9.0,-2.0,56,56,0.0,0.0,0.0,0.0,10,9,6.5,7.3,30.02,30.0,0.0,29.3,29.35,4.466666666666667,19.45,71.0,74.0,82,82,59,65,63.0,63.0
2011-07-15,6.7,6.8,14.0,14.0,5.0,60,60,0.0,0.0,0.001,0.0,9,10,5.4,6.2,29.98,29.96,0.0,29.27,29.33,4.483333333333333,19.433333333333334,79.0,79.0,87,86,70,71,66.0,67.0
2011-07-16,4.3,2.7,15.0,17.0,6.0,61,60,0.0,0.0,0.001,0.0,19,19,3.4,2.5,30.02,30.0,0.0,29.32,29.38,4.5,19.416666666666668,80.0,82.0,89,90,71,74,68.0,68.0
2011-07-17,6.4,7.2,17.0,20.0,8.0,69,69,0.0,0.0,0.0,0.0,22,23,6.2,6.8,30.06,30.04,0.0,29.35,29.41,4.516666666666667,19.416666666666668,82.0,85.0,95,95,69,74,74.0,74.0
2011-07-18,10.8,11.7,21.0,22.0,12.0,75,74,0.0,0.0,0.01,0.001,25,24,10.6,11.2,29.96,29.94,0.0,29.23,29.29,4.533333333333333,19.4,86.0,87.0,92,93,80,81,78.0,77.0
2011-07-19,6.2,6.6,21.0,21.0,12.0,72,73,0.0,0.0,0.0,0.0,7,6,4.5,3.2,29.89,29.86,0.0,29.17,29.23,4.55,19.383333333333333,86.0,86.0,93,92,78,79,76.0,77.0
2011-07-20,10.7,9.9,21.0,24.0,12.0,73,73,0.0,0.0,0.02,0.0,23,23,9.0,7.6,29.8,29.78,0.0,29.08,29.15,4.55,19.383333333333333,86.0,89.0,99,100,73,77,77.0,77.0
2011-07-21,8.8,10.0,22.0,27.0,13.0,70,72,0.0,0.0,0.02,0.0,28,26,6.2,5.3,29.8,29.77,0.0,29.1,29.16,4.566666666666666,19.366666666666667,87.0,92.0,99,101,75,82,76.0,77.0
2011-07-22,9.0,8.2,14.0,14.0,5.0,70,70,0.0,0.0,1.55,0.14,9,10,1.7,3.8,29.88,29.86,0.0,29.18,29.23,4.583333333333333,19.35,79.0,79.0,88,100,70,71,73.0,74.0
2011-07-23,5.3,4.9,14.0,14.0,5.0,70,70,0.0,0.0,6.86,0.04,30,20,0.8,0.7,29.95,29.93,0.0,29.23,29.28,4.6,19.333333333333332,79.0,79.0,87,87,70,70,73.0,73.0
2011-07-24,6.4,5.7,15.0,15.0,6.0,70,69,0.0,0.0,0.18,0.02,23,20,1.5,0.7,29.97,29.95,0.0,29.26,29.32,4.616666666666667,19.316666666666666,80.0,80.0,87,87,72,72,73.0,72.0
2011-07-25,6.5,6.1,16.0,17.0,7.0,66,67,0.0,0.0,0.0,0.01,32,35,3.4,2.1,29.91,29.89,0.0,29.2,29.25,4.633333333333333,19.3,81.0,82.0,88,90,73,73,71.0,71.0
2011-07-26,8.5,8.0,12.0,14.0,3.0,63,62,0.0,0.0,0.0,0.01,5,6,6.3,5.9,29.88,29.86,0.0,29.18,29.23,4.65,19.3,77.0,79.0,83,85,71,72,68.0,68.0
2011-07-27,9.5,9.9,14.0,17.0,5.0,66,66,0.0,0.0,0.71,0.001,16,16,6.2,6.0,29.85,29.84,0.0,29.13,29.21,4.666666666666667,19.283333333333335,79.0,82.0,90,92,68,72,70.0,71.0
2011-07-28,6.8,6.8,15.0,16.0,6.0,71,71,0.0,0.0,0.7,0.001,23,21,3.2,3.3,29.89,29.87,0.0,29.2,29.26,4.683333333333334,19.266666666666666,80.0,81.0,87,88,73,74,74.0,74.0
2011-07-29,5.9,5.6,14.0,15.0,5.0,67,69,0.0,0.0,0.7,0.36,4,4,4.3,3.5,29.98,29.96,0.0,29.28,29.34,4.7,19.25,79.0,80.0,86,86,71,74,71.0,72.0
2011-07-30,3.4,3.4,14.0,15.0,5.0,64,65,0.0,0.0,0.0,0.0,13,11,2.4,2.0,30.05,30.03,0.0,29.35,29.41,4.716666666666667,19.233333333333334,79.0,80.0,91,91,67,68,70.0,71.0
2011-07-31,5.0,5.0,14.0,17.0,5.0,69,69,0.0,0.0,0.0,0.0,25,23,4.9,4.5,30.06,30.04,0.0,29.35,29.41,4.733333333333333,19.216666666666665,79.0,82.0,90,91,68,73,73.0,73.0
2011-08-01,4.9,5.9,18.0,19.0,10.0,72,71,0.0,0.0,0.0,0.0,27,25,4.2,3.1,29.99,29.97,0.0,29.28,29.33,4.75,19.183333333333334,83.0,84.0,91,91,74,76,75.0,75.0
2011-08-02,9.1,8.5,19.0,19.0,11.0,73,73,0.0,0.0,0.43,0.28,21,20,8.3,8.0,29.77,29.75,0.0,29.04,29.1,4.766666666666667,19.166666666666668,84.0,84.0,93,93,74,74,76.0,77.0
2011-08-03,8.0,10.3,14.0,15.0,6.0,67,66,0.0,0.0,0.0,0.0,2,1,6.9,9.6,29.81,29.78,0.0,29.11,29.16,4.783333333333333,19.15,79.0,80.0,86,87,72,73,71.0,71.0
2011-08-04,6.0,6.7,12.0,11.0,4.0,66,67,0.0,0.0,0.0,0.0,5,5,5.3,4.8,29.94,29.92,0.0,29.25,29.3,4.8,19.133333333333333,77.0,76.0,84,82,69,69,69.0,70.0
2011-08-05,5.5,6.0,11.0,12.0,3.0,68,68,0.0,0.0,0.001,0.001,5,7,4.0,5.2,29.93,29.91,0.0,29.21,29.26,4.816666666666666,19.116666666666667,76.0,77.0,83,84,69,70,71.0,71.0
2011-08-06,4.0,3.7,14.0,14.0,6.0,70,70,0.0,0.0,0.18,0.69,5,3,2.5,1.3,29.82,29.8,0.0,29.1,29.15,4.833333333333333,19.1,79.0,79.0,85,85,72,73,72.0,72.0
2011-08-07,6.4,5.6,12.0,14.0,4.0,69,69,0.0,0.0,0.75,0.49,27,26,4.6,3.6,29.75,29.73,0.0,29.03,29.09,4.85,19.066666666666666,77.0,79.0,86,87,68,70,71.0,72.0
2011-08-08,6.2,5.8,9.0,10.0,1.0,67,67,0.0,0.0,0.63,0.29,4,6,4.0,2.8,29.72,29.7,0.0,29.0,29.06,4.866666666666667,19.05,74.0,75.0,80,80,68,69,69.0,70.0
2011-08-09,11.1,11.6,7.0,9.0,-1.0,61,61,0.0,0.0,0.0,0.01,28,27,10.8,11.0,29.67,29.66,0.0,28.97,29.03,4.883333333333333,19.033333333333335,72.0,74.0,80,82,64,66,66.0,66.0
2011-08-10,8.7,8.0,4.0,5.0,-4.0,54,54,0.0,0.0,0.0,0.0,31,31,7.3,4.4,29.84,29.82,0.0,29.14,29.2,4.9,19.0,69.0,70.0,77,78,61,62,61.0,61.0
2011-08-11,3.0,4.2,4.0,6.0,-4.0,54,54,0.0,0.0,0.0,0.0,24,23,2.0,2.7,29.95,29.93,0.0,29.25,29.31,4.916666666666667,18.983333333333334,69.0,71.0,81,81,57,60,61.0,61.0
2011-08-12,8.5,8.4,6.0,9.0,-2.0,59,57,0.0,0.0,0.0,0.0,19,19,8.3,8.2,29.94,29.93,0.0,29.22,29.28,4.933333333333334,18.966666666666665,71.0,74.0,81,82,60,65,64.0,64.0
2011-08-13,6.7,7.8,8.0,10.0,0.0,64,63,0.0,0.0,0.75,0.93,27,24,3.6,5.3,29.86,29.84,0.0,29.15,29.2,4.95,18.933333333333334,73.0,75.0,83,84,62,66,66.0,66.0
2011-08-14,11.7,12.6,4.0,4.0,-3.0,60,60,0.0,0.0,0.001,0.01,36,35,10.4,11.7,29.95,29.93,0.0,29.24,29.29,4.966666666666667,18.916666666666668,69.0,69.0,75,75,62,62,63.0,63.0
2011-08-15,4.9,5.2,5.0,5.0,-2.0,55,55,0.0,0.0,0.0,0.0,2,5,2.4,2.7,29.98,29.96,0.0,29.28,29.33,4.983333333333333,18.9,70.0,70.0,82,80,57,59,62.0,62.0
2011-08-16,3.9,3.0,8.0,8.0,1.0,58,56,0.0,0.0,0.0,0.0,18,18,2.9,2.3,30.03,30.01,0.0,29.32,29.38,5.0,18.866666666666667,73.0,73.0,85,83,61,63,64.0,63.0
2011-08-17,6.0,6.2,8.0,9.0,1.0,63,61,0.0,0.0,0.0,0.0,22,21,5.6,6.0,30.02,30.01,0.0,29.31,29.36,5.016666666666667,18.85,73.0,74.0,83,83,62,65,67.0,67.0
2011-08-18,5.2,5.2,11.0,13.0,4.0,60,62,0.0,0.0,0.0,0.0,4,7,2.3,2.8,29.96,29.94,0.0,29.23,29.28,5.033333333333333,18.816666666666666,76.0,78.0,84,85,67,71,66.0,67.0
2011-08-19,5.2,5.8,11.0,12.0,5.0,63,62,0.0,0.0,0.0,0.0,14,13,3.3,4.7,29.89,29.87,0.0,29.18,29.23,5.05,18.8,76.0,77.0,87,86,64,67,68.0,68.0
2011-08-20,3.4,4.9,8.0,9.0,2.0,67,67,0.0,0.0,1.11,0.39,21,16,1.3,2.0,29.92,29.9,0.0,29.22,29.28,5.066666666666666,18.766666666666666,73.0,74.0,80,79,66,68,69.0,69.0
2011-08-21,8.5,7.6,7.0,9.0,1.0,58,58,0.0,0.0,0.001,0.01,32,32,8.0,7.0,29.97,29.95,0.0,29.26,29.32,5.083333333333333,18.75,72.0,74.0,80,81,64,66,63.0,64.0
2011-08-22,4.1,3.5,6.0,7.0,0.0,59,59,0.0,0.0,0.0,0.0,26,8,1.6,0.7,30.02,30.01,0.0,29.3,29.36,5.1,18.716666666666665,71.0,72.0,82,82,59,61,64.0,64.0
2011-08-23,9.8,9.5,3.0,5.0,-3.0,63,62,0.0,0.0,0.65,0.4,20,20,9.1,8.4,29.86,29.86,0.0,29.1,29.18,5.133333333333334,18.7,68.0,70.0,73,74,62,66,65.0,65.0
2011-08-24,10.7,11.0,16.0,16.0,10.0,65,65,0.0,0.0,0.0,0.0,27,25,8.2,8.1,29.7,29.68,0.0,28.99,29.05,5.15,18.666666666666668,81.0,81.0,92,91,69,70,70.0,70.0
2011-08-25,7.3,7.0,9.0,8.0,4.0,59,59,0.0,0.0,0.0,0.0,36,2,4.1,3.1,29.95,29.93,0.0,29.26,29.33,5.166666666666667,18.65,74.0,73.0,83,80,64,65,64.0,64.0
2011-08-26,3.3,3.4,6.0,7.0,1.0,58,58,0.0,0.0,0.0,0.0,26,20,1.9,1.2,29.98,29.97,0.0,29.26,29.32,5.183333333333334,18.616666666666667,71.0,72.0,83,83,59,61,63.0,64.0
2011-08-27,9.2,9.3,8.0,10.0,3.0,62,61,0.0,0.0,0.0,0.0,2,1,8.2,8.1,29.93,29.91,0.0,29.21,29.26,5.2,18.583333333333332,73.0,75.0,81,83,64,67,66.0,66.0
2011-08-28,7.9,9.2,4.0,4.0,-1.0,57,55,0.0,0.0,0.0,0.0,2,1,7.0,8.5,29.93,29.91,0.0,29.22,29.26,5.216666666666667,18.566666666666666,69.0,69.0,77,77,61,61,61.0,61.0
2011-08-29,3.5,4.2,4.0,5.0,-1.0,56,57,0.0,0.0,0.0,0.0,2,6,1.4,1.1,30.01,30.0,0.0,29.31,29.36,5.233333333333333,18.533333333333335,69.0,70.0,79,78,59,61,62.0,62.0
2011-08-30,6.3,6.8,4.0,7.0,-1.0,56,54,0.0,0.0,0.04,0.02,15,15,5.3,5.9,30.03,30.02,0.0,29.33,29.38,5.25,18.516666666666666,69.0,72.0,76,79,61,64,62.0,61.0
2011-08-31,8.3,7.4,11.0,12.0,7.0,64,64,0.0,0.0,0.001,0.05,17,17,5.4,5.4,29.95,29.94,0.0,29.23,29.29,5.266666666666667,18.483333333333334,76.0,77.0,87,88,65,65,68.0,69.0
2011-09-01,5.9,6.3,17.0,19.0,14.0,71,70,0.0,0.0,0.0,0.0,21,21,5.2,5.8,29.91,29.89,0.0,29.2,29.26,5.283333333333333,18.45,82.0,84.0,93,94,71,74,75.0,75.0
2011-09-02,7.4,6.6,19.0,22.0,16.0,69,69,0.0,0.0,0.0,0.001,22,20,4.9,4.0,29.89,29.87,0.0,29.18,29.24,5.3,18.433333333333334,84.0,87.0,92,94,76,79,74.0,74.0
2011-09-03,6.2,5.7,14.0,14.0,11.0,67,68,0.0,0.0,0.02,0.15,29,20,2.5,1.2,29.87,29.85,0.0,29.16,29.21,5.316666666666666,18.4,79.0,79.0,89,87,69,71,71.0,71.0
2011-09-04,11.5,11.5,1.0,2.0,-2.0,54,55,0.0,0.0,0.0,0.001,32,32,10.5,10.7,29.94,29.92,0.0,29.24,29.29,5.333333333333333,18.366666666666667,66.0,67.0,73,74,58,60,60.0,61.0
2011-09-05,14.8,16.6,0.0,0.0,-8.0,45,46,6.0,5.0,0.0,0.001,1,36,14.2,15.9,30.1,30.07,0.0,29.39,29.43,5.35,18.35,59.0,60.0,65,67,52,53,52.0,53.0
2011-09-06,10.1,14.3,0.0,0.0,-8.0,46,47,6.0,3.0,0.0,0.0,3,4,9.5,13.8,30.16,30.14,0.0,29.44,29.49,5.366666666666666,18.316666666666666,59.0,62.0,66,66,51,57,52.0,54.0
2011-09-07,10.8,13.3,0.0,0.0,-6.0,47,47,4.0,1.0,0.0,0.0,1,2,10.2,12.4,30.16,30.13,0.0,29.42,29.47,5.383333333333334,18.283333333333335,61.0,64.0,70,70,52,58,54.0,55.0
2011-09-08,13.4,15.2,1.0,3.0,0.0,53,54,0.0,0.0,0.001,0.06,2,2,13.0,14.9,30.03,30.03,0.0,29.34,29.36,5.4,18.25,66.0,68.0,75,74,57,62,59.0,59.0
2011-09-09,8.3,8.4,1.0,3.0,0.0,60,61,0.0,0.0,0.02,0.11,4,4,8.2,7.9,29.96,29.94,0.0,29.23,29.28,5.416666666666667,18.233333333333334,66.0,68.0,72,72,60,64,62.0,63.0
2011-09-10,3.1,2.0,2.0,2.0,1.0,59,60,0.0,0.0,0.0,0.01,14,14,0.9,0.9,30.0,29.99,0.0,29.29,29.34,5.433333333333334,18.2,67.0,67.0,78,76,56,58,62.0,63.0
2011-09-11,5.5,4.7,5.0,7.0,5.0,59,59,0.0,0.0,0.0,0.0,27,25,5.1,4.3,29.99,29.98,0.0,29.27,29.33,5.45,18.166666666666668,70.0,72.0,83,83,57,60,63.0,64.0
2011-09-12,10.9,9.3,10.0,10.0,10.0,59,59,0.0,0.0,0.0,0.0,23,23,10.5,9.2,29.91,29.9,0.0,29.18,29.24,5.466666666666667,18.15,75.0,75.0,86,86,64,64,65.0,65.0
2011-09-13,8.7,7.8,0.0,2.0,0.0,54,55,0.0,0.0,0.0,0.0,31,31,4.9,3.4,29.9,29.89,0.0,29.2,29.26,5.483333333333333,18.116666666666667,65.0,67.0,73,76,56,58,59.0,61.0
2011-09-14,7.3,7.3,0.0,0.0,-11.0,43,45,12.0,11.0,0.08,0.001,34,32,6.3,6.0,30.09,30.09,0.0,29.39,29.47,5.5,18.083333333333332,53.0,54.0,58,60,47,48,49.0,51.0
2011-09-15,8.5,9.0,0.0,0.0,-13.0,35,36,14.0,13.0,0.0,0.0,1,36,7.4,7.2,30.33,30.32,0.0,29.61,29.67,5.516666666666667,18.05,51.0,52.0,59,60,42,44,44.0,45.0
2011-09-16,3.3,3.7,0.0,0.0,-12.0,40,38,13.0,11.0,0.0,0.0,8,13,1.4,2.6,30.33,30.33,0.0,29.59,29.65,5.533333333333333,18.0,52.0,54.0,58,59,46,48,47.0,47.0
2011-09-17,8.9,9.6,0.0,0.0,-5.0,45,44,6.0,4.0,0.0,0.0,11,11,7.7,8.7,30.27,30.27,0.0,29.53,29.59,5.55,17.966666666666665,59.0,61.0,68,69,50,52,52.0,52.0
2011-09-18,9.5,8.0,0.0,0.0,-4.0,55,54,5.0,4.0,0.43,0.34,15,14,8.9,7.4,30.11,30.11,0.0,29.34,29.41,5.583333333333333,17.933333333333334,60.0,61.0,65,66,55,56,57.0,57.0
2011-09-19,5.8,5.8,0.0,0.0,-1.0,58,58,3.0,3.0,0.24,0.41,29,26,4.1,3.8,29.96,29.96,0.0,29.24,29.3,5.6,17.916666666666668,62.0,62.0,69,68,54,56,60.0,60.0
2011-09-20,7.3,6.1,0.0,0.0,0.0,54,54,3.0,1.0,0.0,0.01,18,17,7.3,5.8,29.99,29.99,0.0,29.26,29.33,5.616666666666667,17.883333333333333,62.0,64.0,74,75,49,53,58.0,58.0
2011-09-21,11.0,10.3,0.0,0.0,2.0,49,49,1.0,0.0,0.001,0.001,25,24,10.2,9.4,29.95,29.94,0.0,29.23,29.29,5.633333333333333,17.85,64.0,65.0,71,72,56,57,56.0,56.0
2011-09-22,6.9,7.2,0.0,0.0,-4.0,47,47,7.0,7.0,0.0,0.0,27,25,4.6,6.5,30.08,30.08,0.0,29.36,29.42,5.65,17.816666666666666,58.0,58.0,64,63,51,53,52.0,52.0
2011-09-23,7.0,6.4,0.0,0.0,-6.0,44,46,10.0,10.0,0.0,0.02,36,36,5.9,4.1,30.06,30.05,0.0,29.33,29.38,5.666666666666667,17.8,55.0,55.0,62,62,48,48,49.0,51.0
2011-09-24,4.6,5.3,0.0,0.0,-4.0,49,48,8.0,8.0,0.14,0.07,3,4,3.6,2.9,29.99,29.98,0.0,29.26,29.31,5.683333333333334,17.766666666666666,57.0,57.0,62,63,51,51,51.0,52.0
2011-09-25,5.5,5.8,0.0,0.0,-3.0,53,53,7.0,6.0,0.08,0.23,14,13,4.1,4.7,29.87,29.87,0.0,29.13,29.18,5.7,17.733333333333334,58.0,59.0,64,65,51,53,55.0,55.0
2011-09-26,15.4,12.4,0.0,0.0,-3.0,51,50,8.0,7.0,1.21,0.9,18,19,8.8,8.1,29.65,29.65,0.0,28.92,28.98,5.716666666666667,17.7,57.0,58.0,60,63,53,53,53.0,53.0
2011-09-27,8.3,7.1,0.0,0.0,-1.0,53,53,6.0,6.0,0.31,0.25,6,5,4.3,2.4,29.71,29.7,0.0,29.0,29.05,5.733333333333333,17.683333333333334,59.0,59.0,63,63,54,54,55.0,55.0
2011-09-28,7.0,6.7,0.0,0.0,-1.0,54,54,7.0,6.0,0.77,0.15,32,32,6.5,5.7,29.78,29.77,0.0,29.07,29.12,5.75,17.65,58.0,59.0,63,64,53,53,55.0,55.0
2011-09-29,13.5,12.7,0.0,0.0,-1.0,51,50,7.0,6.0,0.06,0.09,28,27,11.7,11.2,29.7,29.7,0.0,28.98,29.03,5.766666666666667,17.616666666666667,58.0,59.0,66,66,49,51,53.0,54.0
2011-09-30,15.0,16.3,0.0,0.0,-8.0,41,42,14.0,12.0,0.09,0.17,34,34,14.6,15.4,30.01,30.0,0.0,29.32,29.37,5.783333333333333,17.583333333333332,51.0,53.0,57,58,45,47,47.0,47.0
2011-10-01,10.3,11.2,0.0,0.0,-9.0,40,40,16.0,15.0,0.001,0.001,36,35,9.6,10.7,30.26,30.26,0.0,29.53,29.59,5.8,17.566666666666666,49.0,50.0,56,56,42,44,45.0,45.0
2011-10-02,5.4,4.6,0.0,0.0,-4.0,38,39,11.0,12.0,0.0,0.0,32,32,4.7,4.1,30.22,30.22,0.0,29.47,29.54,5.816666666666666,17.533333333333335,54.0,53.0,66,65,41,41,46.0,46.0
2011-10-03,5.0,4.1,0.0,0.0,0.0,45,44,8.0,7.0,0.0,0.0,3,2,3.4,3.6,30.21,30.2,0.0,29.48,29.54,5.833333333333333,17.5,57.0,58.0,69,70,44,45,50.0,50.0
2011-10-04,2.3,1.7,0.0,0.0,3.0,47,47,5.0,5.0,0.0,0.0,16,15,1.1,0.7,30.25,30.25,0.0,29.52,29.58,5.866666666666667,17.483333333333334,60.0,60.0,76,74,43,46,52.0,53.0
2011-10-05,3.2,2.9,0.0,1.0,8.0,48,47,0.0,0.0,0.0,0.0,18,17,1.9,1.3,30.22,30.21,0.0,29.49,29.55,5.883333333333333,17.45,65.0,66.0,80,80,49,52,55.0,55.0
2011-10-06,4.6,4.6,1.0,4.0,10.0,51,50,0.0,0.0,0.0,0.0,15,15,3.8,3.9,30.23,30.22,0.0,29.5,29.57,5.9,17.416666666666668,66.0,69.0,81,81,50,56,58.0,58.0
2011-10-07,7.7,6.8,4.0,7.0,13.0,53,51,0.0,0.0,0.0,0.0,18,17,7.5,6.4,30.25,30.24,0.0,29.52,29.59,5.916666666666667,17.4,69.0,72.0,84,84,54,59,59.0,59.0
2011-10-08,7.6,6.9,3.0,7.0,12.0,54,53,0.0,0.0,0.0,0.0,19,19,7.2,6.3,30.27,30.27,0.0,29.56,29.62,5.933333333333334,17.366666666666667,68.0,72.0,82,82,54,61,60.0,60.0
2011-10-09,3.8,3.8,1.0,3.0,11.0,51,51,0.0,0.0,0.0,0.0,9,10,2.8,3.1,30.29,30.28,0.0,29.55,29.62,5.95,17.333333333333332,66.0,68.0,80,80,52,56,58.0,58.0
2011-10-10,6.0,6.4,0.0,3.0,10.0,51,49,0.0,0.0,0.0,0.0,16,16,5.2,5.9,30.13,30.12,0.0,29.39,29.45,5.966666666666667,17.316666666666666,65.0,68.0,76,77,54,58,57.0,58.0
2011-10-11,4.9,4.6,3.0,3.0,14.0,54,52,0.0,0.0,0.0,0.0,15,13,4.1,3.8,29.97,29.97,0.0,29.23,29.29,5.983333333333333,17.283333333333335,68.0,68.0,79,78,57,58,60.0,59.0
2011-10-12,8.1,6.8,2.0,2.0,13.0,52,51,0.0,0.0,0.0,0.0,14,14,7.0,6.0,29.77,29.76,0.0,29.03,29.08,6.0,17.25,67.0,67.0,78,77,55,57,58.0,58.0
2011-10-13,7.0,6.0,0.0,0.0,6.0,55,55,6.0,7.0,0.28,0.49,26,24,4.3,2.8,29.54,29.53,0.0,28.81,28.87,6.033333333333333,17.233333333333334,59.0,58.0,66,64,52,52,58.0,57.0
2011-10-14,15.6,15.3,0.0,0.0,2.0,41,41,10.0,10.0,0.0,0.0,28,27,15.4,15.1,29.6,29.61,0.0,28.9,28.97,6.05,17.2,55.0,55.0,62,61,48,49,48.0,48.0
